user_id,signup_date,signup_source,onboarding_completed,observed_through_date,days_to_conversion_or_censoring,converted
211,2024-05-30,paid,True,2024-06-01,2.0,0
212,2024-03-31,paid,False,2024-06-01,19.6,1
213,2024-04-30,organic,False,2024-06-01,30.0,0
214,2024-04-12,referral,False,2024-06-01,23.3,1
215,2024-05-12,paid,True,2024-06-01,20.0,0
216,2024-05-19,paid,False,2024-06-01,10.2,1
217,2024-04-18,organic,True,2024-06-01,1.6,1
218,2024-04-04,organic,True,2024-06-01,1.0,1
219,2024-05-16,partner,True,2024-06-01,4.4,1
220,2024-04-26,organic,True,2024-06-01,20.9,1
221,2024-04-25,organic,True,2024-06-01,1.8,1
222,2024-05-14,paid,False,2024-06-01,18.0,0
223,2024-04-15,paid,False,2024-06-01,21.1,1
224,2024-05-20,partner,False,2024-06-01,9.3,1
225,2024-04-20,organic,True,2024-06-01,27.7,1
226,2024-05-23,partner,False,2024-06-01,6.4,1
227,2024-04-22,organic,False,2024-06-01,0.9,1
228,2024-05-06,paid,True,2024-06-01,5.6,1
229,2024-04-25,paid,False,2024-06-01,9.2,1
230,2024-04-26,organic,True,2024-06-01,14.5,1
231,2024-03-17,organic,True,2024-06-01,26.1,1
232,2024-04-21,organic,True,2024-06-01,6.7,1
233,2024-03-25,partner,True,2024-06-01,6.6,1
234,2024-05-14,paid,True,2024-06-01,3.2,1
235,2024-05-03,partner,True,2024-06-01,14.7,1
236,2024-05-26,referral,True,2024-06-01,6.0,0
237,2024-04-27,paid,False,2024-06-01,20.2,1
238,2024-04-06,referral,True,2024-06-01,5.3,1
239,2024-03-23,organic,True,2024-06-01,6.8,1
240,2024-04-15,organic,True,2024-06-01,2.5,1
241,2024-04-09,referral,False,2024-06-01,16.7,1
242,2024-05-18,referral,False,2024-06-01,12.4,1
243,2024-05-29,organic,False,2024-06-01,3.0,0
244,2024-03-27,paid,True,2024-06-01,14.3,1
245,2024-05-18,paid,True,2024-06-01,11.9,1
246,2024-05-25,referral,False,2024-06-01,7.0,0
247,2024-03-15,paid,True,2024-06-01,10.3,1
248,2024-03-13,organic,False,2024-06-01,25.1,1
249,2024-04-11,organic,False,2024-06-01,16.5,1
250,2024-05-01,organic,True,2024-06-01,5.9,1
251,2024-03-24,paid,False,2024-06-01,24.3,1
252,2024-05-15,referral,False,2024-06-01,15.6,1
253,2024-04-26,paid,True,2024-06-01,6.7,1
254,2024-05-03,organic,True,2024-06-01,7.0,1
255,2024-03-17,organic,True,2024-06-01,6.0,1
256,2024-03-16,paid,False,2024-06-01,25.6,1
257,2024-04-08,referral,True,2024-06-01,6.9,1
258,2024-05-23,organic,True,2024-06-01,4.3,1
259,2024-04-22,organic,False,2024-06-01,24.1,1
260,2024-05-12,paid,True,2024-06-01,10.9,1
261,2024-03-19,organic,True,2024-06-01,1.5,1
262,2024-05-21,referral,False,2024-06-01,11.0,0
263,2024-05-28,organic,True,2024-06-01,4.0,0
264,2024-04-03,organic,True,2024-06-01,5.5,1
265,2024-04-24,partner,True,2024-06-01,13.7,1
266,2024-03-23,organic,True,2024-06-01,8.2,1
267,2024-05-26,organic,True,2024-06-01,6.0,0
268,2024-03-26,organic,False,2024-06-01,9.0,1
269,2024-05-29,organic,False,2024-06-01,3.0,0
270,2024-05-30,organic,True,2024-06-01,2.0,0
271,2024-04-24,organic,False,2024-06-01,30.0,0
272,2024-05-14,organic,False,2024-06-01,12.3,1
273,2024-04-13,organic,False,2024-06-01,6.2,1
274,2024-05-30,paid,False,2024-06-01,2.0,0
275,2024-05-30,paid,False,2024-06-01,2.0,0
276,2024-04-01,organic,False,2024-06-01,30.0,0
277,2024-05-15,organic,True,2024-06-01,5.3,1
278,2024-04-07,paid,True,2024-06-01,22.4,1
279,2024-03-31,referral,True,2024-06-01,9.8,1
280,2024-05-28,referral,True,2024-06-01,2.2,1
281,2024-03-29,organic,False,2024-06-01,4.8,1
282,2024-05-10,organic,True,2024-06-01,1.0,1
283,2024-04-30,organic,True,2024-06-01,12.7,1
284,2024-05-25,organic,True,2024-06-01,7.0,0
285,2024-03-23,paid,True,2024-06-01,10.0,1
286,2024-04-15,organic,False,2024-06-01,9.0,0
287,2024-04-20,organic,False,2024-06-01,8.3,1
288,2024-03-12,organic,True,2024-06-01,11.1,1
289,2024-05-04,paid,True,2024-06-01,11.4,1
290,2024-03-19,organic,True,2024-06-01,25.1,1
291,2024-04-02,referral,True,2024-06-01,8.5,1
292,2024-03-16,organic,False,2024-06-01,8.5,1
293,2024-03-17,partner,False,2024-06-01,9.0,1
294,2024-03-10,organic,True,2024-06-01,24.9,1
295,2024-05-21,referral,True,2024-06-01,11.0,0
296,2024-03-27,partner,False,2024-06-01,15.4,1
297,2024-03-26,partner,False,2024-06-01,25.3,1
298,2024-04-08,referral,True,2024-06-01,2.0,1
299,2024-05-09,referral,True,2024-06-01,5.6,1
300,2024-03-12,paid,True,2024-06-01,19.3,1
301,2024-05-15,referral,False,2024-06-01,6.8,1
302,2024-04-21,organic,True,2024-06-01,15.0,1
303,2024-04-19,paid,True,2024-06-01,14.5,1
304,2024-05-19,paid,False,2024-06-01,13.0,0
305,2024-04-02,referral,False,2024-06-01,30.0,0
306,2024-05-25,paid,True,2024-06-01,7.0,0
307,2024-04-04,organic,True,2024-06-01,5.6,1
308,2024-03-22,paid,True,2024-06-01,2.8,1
309,2024-05-03,organic,False,2024-06-01,26.0,1
310,2024-04-03,organic,True,2024-06-01,9.5,1
311,2024-05-19,paid,False,2024-06-01,13.0,0
312,2024-03-22,organic,False,2024-06-01,18.5,1
313,2024-03-14,organic,True,2024-06-01,17.9,1
314,2024-05-20,organic,False,2024-06-01,12.0,0
315,2024-04-04,organic,True,2024-06-01,20.5,1
316,2024-04-20,organic,True,2024-06-01,3.2,1
317,2024-04-18,organic,False,2024-06-01,7.7,1
318,2024-04-03,paid,True,2024-06-01,12.6,1
319,2024-04-21,organic,True,2024-06-01,7.0,1
320,2024-04-12,partner,True,2024-06-01,15.4,1
321,2024-05-13,partner,True,2024-06-01,4.9,1
322,2024-05-01,paid,True,2024-06-01,13.7,1
323,2024-03-21,organic,False,2024-06-01,12.8,0
324,2024-05-23,paid,False,2024-06-01,9.0,0
325,2024-04-12,referral,False,2024-06-01,12.8,1
326,2024-05-17,paid,False,2024-06-01,15.0,0
327,2024-03-22,referral,True,2024-06-01,7.1,1
328,2024-04-14,paid,False,2024-06-01,7.4,0
329,2024-04-29,paid,True,2024-06-01,22.0,1
330,2024-05-12,organic,True,2024-06-01,10.3,1
331,2024-04-26,paid,False,2024-06-01,13.2,1
332,2024-03-13,organic,True,2024-06-01,27.9,1
333,2024-04-20,paid,True,2024-06-01,11.8,1
334,2024-04-23,referral,True,2024-06-01,6.1,1
335,2024-03-31,organic,True,2024-06-01,9.3,1
336,2024-05-01,paid,True,2024-06-01,4.7,1
337,2024-04-27,organic,True,2024-06-01,13.8,1
338,2024-05-04,paid,False,2024-06-01,15.1,1
339,2024-05-20,organic,True,2024-06-01,10.7,1
340,2024-04-03,partner,True,2024-06-01,10.4,1
341,2024-03-20,organic,True,2024-06-01,27.2,1
342,2024-03-17,partner,False,2024-06-01,30.0,0
343,2024-03-20,referral,True,2024-06-01,3.5,1
344,2024-04-25,paid,True,2024-06-01,15.6,1
345,2024-05-09,referral,True,2024-06-01,5.9,1
346,2024-04-09,referral,False,2024-06-01,10.8,1
347,2024-03-13,partner,False,2024-06-01,15.2,1
348,2024-04-01,organic,False,2024-06-01,9.7,1
349,2024-04-21,paid,False,2024-06-01,11.3,1
350,2024-04-05,organic,True,2024-06-01,11.7,0
351,2024-03-29,paid,True,2024-06-01,5.6,1
352,2024-03-16,organic,True,2024-06-01,12.1,1
353,2024-03-29,paid,True,2024-06-01,12.4,1
354,2024-04-26,paid,True,2024-06-01,6.4,1
355,2024-05-10,paid,True,2024-06-01,7.0,1
356,2024-04-21,paid,True,2024-06-01,13.1,1
357,2024-05-05,referral,False,2024-06-01,1.6,1
358,2024-03-14,referral,True,2024-06-01,5.7,1
359,2024-04-20,paid,False,2024-06-01,13.6,1
360,2024-04-23,paid,False,2024-06-01,30.0,0
361,2024-05-03,partner,True,2024-06-01,11.0,1
362,2024-04-09,organic,True,2024-06-01,13.3,1
363,2024-04-19,organic,False,2024-06-01,16.3,1
364,2024-05-22,organic,False,2024-06-01,10.0,0
365,2024-03-20,paid,True,2024-06-01,5.8,1
366,2024-05-02,organic,True,2024-06-01,17.6,1
367,2024-04-26,referral,False,2024-06-01,8.4,1
368,2024-05-15,paid,False,2024-06-01,8.2,1
369,2024-04-16,organic,True,2024-06-01,7.2,1
370,2024-04-04,referral,True,2024-06-01,4.3,1
371,2024-03-19,referral,False,2024-06-01,4.6,1
372,2024-05-28,organic,True,2024-06-01,4.0,0
373,2024-03-12,organic,False,2024-06-01,14.2,1
374,2024-04-03,organic,True,2024-06-01,2.2,1
375,2024-05-09,organic,True,2024-06-01,10.8,1
376,2024-05-15,organic,True,2024-06-01,17.0,0
377,2024-05-08,partner,True,2024-06-01,0.2,1
378,2024-03-20,organic,False,2024-06-01,30.0,0
379,2024-05-08,organic,True,2024-06-01,15.8,1
380,2024-04-24,paid,False,2024-06-01,27.4,1
381,2024-04-03,paid,True,2024-06-01,10.4,1
382,2024-03-20,partner,False,2024-06-01,14.8,1
383,2024-04-07,referral,False,2024-06-01,12.4,1
384,2024-03-30,paid,False,2024-06-01,4.7,1
385,2024-05-18,organic,True,2024-06-01,12.7,1
386,2024-03-20,partner,False,2024-06-01,12.7,1
387,2024-05-09,paid,True,2024-06-01,3.7,1
388,2024-05-22,partner,False,2024-06-01,6.6,1
389,2024-03-11,organic,True,2024-06-01,18.3,1
390,2024-05-16,referral,True,2024-06-01,16.0,0
391,2024-05-21,paid,True,2024-06-01,7.8,1
392,2024-04-10,organic,False,2024-06-01,9.3,1
393,2024-05-06,paid,False,2024-06-01,15.0,1
394,2024-05-21,paid,True,2024-06-01,11.0,0
395,2024-04-12,organic,False,2024-06-01,12.8,1
396,2024-03-30,paid,False,2024-06-01,12.0,1
397,2024-03-27,referral,True,2024-06-01,6.6,1
398,2024-05-19,organic,True,2024-06-01,5.2,1
399,2024-04-16,paid,False,2024-06-01,9.1,1
400,2024-03-25,organic,False,2024-06-01,15.1,1
401,2024-05-19,organic,True,2024-06-01,9.1,1
402,2024-05-15,partner,False,2024-06-01,9.8,1
403,2024-06-01,referral,True,2024-06-01,0.0,0
404,2024-04-18,organic,False,2024-06-01,21.6,1
405,2024-05-16,partner,False,2024-06-01,8.8,1
406,2024-04-02,referral,False,2024-06-01,10.1,1
407,2024-03-13,organic,True,2024-06-01,12.4,1
408,2024-05-15,referral,True,2024-06-01,13.5,1
409,2024-04-08,organic,True,2024-06-01,8.4,1
410,2024-05-15,partner,True,2024-06-01,6.1,1
411,2024-05-31,paid,False,2024-06-01,1.0,0
412,2024-03-30,paid,True,2024-06-01,12.2,1
413,2024-04-26,organic,True,2024-06-01,18.1,1
414,2024-03-14,referral,True,2024-06-01,1.5,1
415,2024-04-18,organic,True,2024-06-01,5.2,1
416,2024-05-19,organic,True,2024-06-01,11.1,1
417,2024-04-25,organic,False,2024-06-01,23.8,1
418,2024-05-15,referral,False,2024-06-01,7.8,1
419,2024-03-20,organic,True,2024-06-01,11.7,1
420,2024-04-04,partner,False,2024-06-01,2.0,1
421,2024-05-04,paid,False,2024-06-01,28.0,0
422,2024-04-18,organic,True,2024-06-01,29.5,1
423,2024-04-06,organic,False,2024-06-01,18.2,1
424,2024-03-28,organic,True,2024-06-01,19.4,1
425,2024-05-26,paid,True,2024-06-01,6.0,0
426,2024-05-31,referral,True,2024-06-01,1.0,0
427,2024-05-23,organic,True,2024-06-01,9.0,0
428,2024-04-29,referral,False,2024-06-01,13.4,1
429,2024-04-23,organic,False,2024-06-01,14.5,1
430,2024-05-21,referral,False,2024-06-01,5.8,1
431,2024-04-28,partner,False,2024-06-01,13.1,1
432,2024-04-25,referral,False,2024-06-01,19.3,1
433,2024-05-23,paid,False,2024-06-01,9.0,0
434,2024-03-17,referral,True,2024-06-01,7.9,1
435,2024-04-12,organic,True,2024-06-01,7.1,1
436,2024-04-30,organic,False,2024-06-01,18.6,1
437,2024-04-20,organic,True,2024-06-01,17.2,1
438,2024-05-06,paid,True,2024-06-01,5.9,1
439,2024-03-22,paid,True,2024-06-01,9.5,1
440,2024-04-14,paid,False,2024-06-01,27.1,1
441,2024-04-21,referral,True,2024-06-01,6.6,1
442,2024-03-17,organic,True,2024-06-01,2.9,1
443,2024-03-23,paid,True,2024-06-01,6.7,1
444,2024-03-25,organic,True,2024-06-01,16.7,1
445,2024-05-14,organic,False,2024-06-01,13.8,1
446,2024-05-20,paid,True,2024-06-01,12.0,0
447,2024-04-05,partner,False,2024-06-01,12.2,1
448,2024-04-23,paid,False,2024-06-01,15.6,1
449,2024-04-05,organic,True,2024-06-01,18.1,1
450,2024-03-30,paid,False,2024-06-01,20.6,1
451,2024-05-08,organic,False,2024-06-01,5.2,1
452,2024-05-09,referral,False,2024-06-01,18.0,1
453,2024-04-21,paid,True,2024-06-01,5.2,1
454,2024-05-10,organic,True,2024-06-01,9.1,1
455,2024-04-06,organic,False,2024-06-01,19.3,1
456,2024-03-31,organic,False,2024-06-01,30.0,0
457,2024-04-23,partner,False,2024-06-01,20.7,1
458,2024-04-02,paid,False,2024-06-01,27.0,1
459,2024-04-20,referral,True,2024-06-01,6.3,1
460,2024-04-03,paid,False,2024-06-01,2.7,1
461,2024-05-14,paid,True,2024-06-01,3.9,1
462,2024-03-31,organic,False,2024-06-01,30.0,0
463,2024-04-02,partner,True,2024-06-01,11.1,1
464,2024-05-10,organic,True,2024-06-01,21.1,1
465,2024-04-16,paid,False,2024-06-01,2.6,1
466,2024-03-22,paid,False,2024-06-01,24.5,1
467,2024-05-12,paid,False,2024-06-01,20.0,0
468,2024-04-01,partner,True,2024-06-01,6.4,1
469,2024-03-13,organic,True,2024-06-01,11.2,1
470,2024-03-21,paid,False,2024-06-01,24.9,1
471,2024-04-29,organic,True,2024-06-01,9.0,1
472,2024-04-11,paid,True,2024-06-01,19.2,1
473,2024-03-10,organic,False,2024-06-01,20.7,0
474,2024-04-15,organic,True,2024-06-01,24.9,1
475,2024-05-23,organic,False,2024-06-01,9.0,0
476,2024-05-29,organic,True,2024-06-01,1.9,1
477,2024-03-27,organic,False,2024-06-01,18.9,1
478,2024-04-27,paid,False,2024-06-01,9.9,1
479,2024-05-12,paid,False,2024-06-01,20.0,0
480,2024-05-03,organic,False,2024-06-01,13.5,1
481,2024-03-30,organic,True,2024-06-01,2.3,1
482,2024-04-23,organic,False,2024-06-01,25.4,1
483,2024-03-21,paid,False,2024-06-01,0.4,1
484,2024-04-01,organic,False,2024-06-01,16.0,1
485,2024-03-12,organic,False,2024-06-01,12.6,1
486,2024-03-19,organic,False,2024-06-01,29.9,1
487,2024-05-11,paid,False,2024-06-01,12.7,1
488,2024-04-07,organic,False,2024-06-01,20.0,1
489,2024-05-31,paid,True,2024-06-01,1.0,0
490,2024-03-10,paid,True,2024-06-01,3.3,1
491,2024-05-11,paid,False,2024-06-01,19.1,1
492,2024-04-07,paid,True,2024-06-01,2.4,1
493,2024-03-22,paid,False,2024-06-01,6.2,1
494,2024-05-19,organic,False,2024-06-01,13.0,0
495,2024-03-22,referral,True,2024-06-01,15.0,1
496,2024-05-31,paid,False,2024-06-01,1.0,0
497,2024-04-25,organic,False,2024-06-01,30.0,0
498,2024-04-23,paid,False,2024-06-01,30.0,0
499,2024-05-01,organic,True,2024-06-01,1.9,1
500,2024-04-13,paid,False,2024-06-01,25.5,1
501,2024-03-17,paid,True,2024-06-01,6.9,1
502,2024-05-05,referral,False,2024-06-01,9.6,1
503,2024-04-14,partner,True,2024-06-01,6.2,1
504,2024-03-20,paid,False,2024-06-01,25.8,1
505,2024-03-29,paid,False,2024-06-01,14.3,1
506,2024-05-29,referral,False,2024-06-01,3.0,0
507,2024-03-14,organic,True,2024-06-01,10.9,1
508,2024-05-29,referral,False,2024-06-01,3.0,0
509,2024-04-13,paid,False,2024-06-01,10.7,1
510,2024-04-14,organic,True,2024-06-01,25.6,1
511,2024-03-27,organic,False,2024-06-01,17.5,1
512,2024-05-20,referral,False,2024-06-01,12.0,0
513,2024-05-17,organic,False,2024-06-01,15.0,0
514,2024-03-30,organic,False,2024-06-01,10.6,1
515,2024-05-20,organic,False,2024-06-01,12.0,0
